gene	score	zlfc	RRA	RRA_Score_down	RRA_Score_down_adj	RRA_Score_up	RRA_Score_up_adj	essential ranking	enrich ranking
CACHD1	2.398541048	0.683181895	0.019159315	1	1	0.019159315	0.509728255	17158	676
MYO5C	2.39866122	0.814635406	0.025959987	1	1	0.025959987	0.581588492	17159	675
ZNF488	2.399232124	0.719543648	0.020807953	1	1	0.020807953	0.524107675	17160	674
ZNF460	2.399394305	0.858642872	0.028690458	1	1	0.028690458	0.604926035	17161	673
PCSK1N	2.400432988	0.922109362	0.033141176	1	1	0.033141176	0.633668539	17162	672
TXLNA	2.400768307	0.675802857	0.018737989	1	1	0.018737989	0.508153353	17163	671
MXD3	2.400771721	0.894068449	0.031038431	1	1	0.031038431	0.619644799	17164	670
SERPINH1	2.401188666	0.623462421	0.016582985	1	1	0.016582985	0.487994008	17165	669
SNRPN	2.401290662	0.677144858	0.018773576	1	1	0.018773576	0.508153353	17166	668
PLEKHA2	2.40503527	0.696216926	0.019451571	1	1	0.019451571	0.512497901	17167	667
AKAP12	2.406298411	0.959873234	0.035674603	1	1	0.035674603	0.657216111	17168	666
IFT27	2.410328108	0.531134641	0.013107072	1	1	0.013107072	0.435442018	17169	665
NRTN	2.411361053	0.525273383	0.012899071	1	1	0.012899071	0.432069993	17170	664
IHH	2.412073548	0.552603649	0.013720702	1	1	0.013720702	0.439284161	17171	663
TMEM70	2.413921897	0.760222033	0.022097299	1	1	0.022097299	0.541292771	17172	662
KIAA1324L	2.414305215	0.64262807	0.016816981	1	1	0.016816981	0.489615575	17173	661
LARP1B	2.416158069	0.606918255	0.0154153	1	1	0.0154153	0.467927819	17174	660
CDC42BPA	2.416624387	0.617138266	0.015767696	1	1	0.015767696	0.472539254	17175	659
LURAP1	2.417237516	0.783915861	0.023163676	1	1	0.023163676	0.553723643	17176	658
KLHL17	2.417247212	0.627287353	0.0161196	1	1	0.0161196	0.47750968	17177	657
SUSD4	2.419955374	0.684131045	0.018272814	1	1	0.018272814	0.504425831	17178	656
PPP1R14A	2.42069384	0.894706036	0.029686001	1	1	0.029686001	0.610593582	17179	655
SCAF4	2.420911404	0.712194211	0.019456125	1	1	0.019456125	0.512497901	17180	654
CDH7	2.424652197	0.846906271	0.026339551	1	1	0.026339551	0.581960059	17181	653
NXF3	2.42656294	0.811720651	0.024174915	1	1	0.024174915	0.562798855	17182	652
KRT86	2.426833909	0.86788785	0.027509208	1	1	0.027509208	0.593912467	17183	651
NEUROD1	2.428284349	0.821932815	0.024654176	1	1	0.024654176	0.568148631	17184	650
H1F0	2.430392677	0.662564012	0.016967556	1	1	0.016967556	0.489615575	17185	649
SDC1	2.432863686	0.851003088	0.026090235	1	1	0.026090235	0.581960059	17186	648
CDC42SE2	2.434202054	0.719136461	0.019172338	1	1	0.019172338	0.509728255	17187	647
CCDC105	2.435527277	0.751720196	0.020610611	1	1	0.020610611	0.522354954	17188	646
ITGA9	2.436337201	0.715886458	0.018934841	1	1	0.018934841	0.508767273	17189	645
MIER3	2.437188552	0.689126271	0.017762314	1	1	0.017762314	0.500403389	17190	644
MSS51	2.437643358	0.608044518	0.014704753	1	1	0.014704753	0.456051924	17191	643
SPATA2L	2.437983924	0.751085427	0.020463712	1	1	0.020463712	0.522354954	17192	642
ARAP1	2.438324397	0.669146621	0.016914619	1	1	0.016914619	0.489615575	17193	641
TMEM155	2.438829438	0.356591428	0.008174885	1	1	0.008174885	0.346277273	17194	640
KCNV2	2.44162048	0.860367096	0.026126879	1	1	0.026126879	0.581960059	17195	639
negCon_gene82	2.442061654	0.873550895	0.026907802	1	1	0.026907802	0.58660982	17196	638
NEFH	2.44387663	0.67466107	0.016913139	1	1	0.016913139	0.489615575	17197	637
SLC25A34	2.449347945	0.83451187	0.024175262	1	1	0.024175262	0.562798855	17198	636
GAL3ST3	2.449741581	0.780474958	0.021315754	1	1	0.021315754	0.5300967	17199	635
CERK	2.450357368	0.620636628	0.014700598	1	1	0.014700598	0.456051924	17200	634
DNAJB11	2.454257815	0.742197013	0.019306142	1	1	0.019306142	0.511569725	17201	633
CRELD2	2.454878536	0.673318552	0.016436364	1	1	0.016436364	0.485280918	17202	632
TRAPPC2	2.455864446	0.682651494	0.016757262	1	1	0.016757262	0.489615575	17203	631
PNMA2	2.456323061	0.495314682	0.010839353	1	1	0.010839353	0.394069445	17204	630
OAF	2.457618608	0.543020775	0.012073127	1	1	0.012073127	0.41483638	17205	629
KIFC3	2.463757732	0.771613145	0.020216805	1	1	0.020216805	0.522354954	17206	628
TMEM185A	2.467509819	0.534412706	0.011565487	1	1	0.011565487	0.403698001	17207	627
ATXN1L	2.468899803	0.829983227	0.022865898	1	1	0.022865898	0.551961586	17208	626
RBM24	2.473519087	0.83504207	0.022889154	1	1	0.022889154	0.551961586	17209	625
CFAP126	2.473634049	0.769419063	0.019659912	1	1	0.019659912	0.514824107	17210	624
DENND5A	2.477251114	0.777552837	0.01986649	1	1	0.01986649	0.517951921	17211	623
DFFB	2.477347661	0.738468636	0.018144038	1	1	0.018144038	0.503299574	17212	622
GPR68	2.478000563	0.71778384	0.017269338	1	1	0.017269338	0.493532231	17213	621
CD200	2.478760204	0.616892911	0.013644619	1	1	0.013644619	0.439147333	17214	620
PLEKHF1	2.47963969	0.740839404	0.018147346	1	1	0.018147346	0.503299574	17215	619
TMEM120B	2.481848066	0.834878994	0.022443998	1	1	0.022443998	0.545874088	17216	618
ACTRT2	2.482671864	0.629274327	0.013915302	1	1	0.013915302	0.44392054	17217	617
C4orf47	2.482738526	0.622359561	0.013691803	1	1	0.013691803	0.439147333	17218	616
UNG	2.483498704	0.756110375	0.018633187	1	1	0.018633187	0.506532965	17219	615
AZU1	2.483584043	0.787638722	0.020039778	1	1	0.020039778	0.51947713	17220	614
ERICH6B	2.483848237	0.749010295	0.01831459	1	1	0.01831459	0.504677501	17221	613
USP34	2.484748063	0.908007252	0.026400812	1	1	0.026400812	0.581960059	17222	612
FSD2	2.490122268	0.640962735	0.014052738	1	1	0.014052738	0.445911881	17223	611
SBF1	2.490545182	0.839796559	0.022248654	1	1	0.022248654	0.542330238	17224	610
KRIT1	2.492813339	0.620568028	0.013320067	1	1	0.013320067	0.439069793	17225	609
MARCKS	2.494795864	0.750712268	0.017926707	1	1	0.017926707	0.501076754	17226	608
AGTR1	2.495692546	0.617474175	0.013136758	1	1	0.013136758	0.435442018	17227	607
negCon_gene75	2.497166855	0.813527062	0.020618591	1	1	0.020618591	0.522354954	17228	606
SYT2	2.498610697	0.635468903	0.013604343	1	1	0.013604343	0.439147333	17229	605
RIN1	2.499600202	0.873612013	0.02355984	1	1	0.02355984	0.556480309	17230	604
KLHL14	2.500679376	0.669934707	0.014665744	1	1	0.014665744	0.456051924	17231	603
ATP6V0A2	2.501001631	0.381321677	0.007491368	1	1	0.007491368	0.33821156	17232	602
ACBD3	2.502126583	0.754748665	0.017790484	1	1	0.017790484	0.500406459	17233	601
PRNP	2.50354532	0.653836485	0.014034849	1	1	0.014034849	0.445911881	17234	600
SLC22A23	2.508983847	0.673503118	0.014505596	1	1	0.014505596	0.455419518	17235	599
CDC37L1	2.508999578	0.682326406	0.014804823	1	1	0.014804823	0.458358353	17236	598
NYX	2.509135306	0.512103967	0.00996859	1	1	0.00996859	0.383952197	17237	597
ERMP1	2.515472719	0.868981924	0.022468838	1	1	0.022468838	0.545874088	17238	596
FBXW8	2.516150139	0.573975157	0.011324179	1	1	0.011324179	0.400682724	17239	595
FAM109A	2.518125129	0.698765377	0.015057942	1	1	0.015057942	0.460889147	17240	594
RUSC1	2.518263222	0.657085885	0.013666472	1	1	0.013666472	0.439147333	17241	593
LRRC57	2.518818752	0.840666111	0.020882023	1	1	0.020882023	0.524286834	17242	592
GABRB1	2.520236853	0.498885993	0.009420267	1	1	0.009420267	0.370025608	17243	591
SRGAP1	2.523161034	0.765208061	0.017360112	1	1	0.017360112	0.494306085	17244	590
C19orf45	2.525757219	0.717627971	0.015455026	1	1	0.015455026	0.467927819	17245	589
KRTAP1-4	2.525775973	0.660969685	0.013551919	1	1	0.013551919	0.439147333	17246	588
ZEB1	2.526183192	0.727859581	0.015810227	1	1	0.015810227	0.472539254	17247	587
TESK1	2.529380727	0.94614048	0.026007167	1	1	0.026007167	0.581914449	17248	586
PRICKLE2	2.529647544	0.557603242	0.010564873	1	1	0.010564873	0.387778514	17249	585
SGCA	2.531239522	0.913785268	0.024029357	1	1	0.024029357	0.56088419	17250	584
CYP2D6	2.532153236	0.738891035	0.015996735	1	1	0.015996735	0.47544963	17251	583
RAI1	2.532259694	0.811159394	0.018906393	1	1	0.018906393	0.508767273	17252	582
C20orf202	2.537466558	0.743255842	0.015961618	1	1	0.015961618	0.475197876	17253	581
TVP23A	2.538407621	0.653622375	0.012938113	1	1	0.012938113	0.432069993	17254	580
RALY	2.539733704	0.791609686	0.017759775	1	1	0.017759775	0.500403389	17255	579
TMCO1	2.54063026	0.592030416	0.011156417	1	1	0.011156417	0.397355312	17256	578
ECHDC3	2.541953281	0.614434355	0.011716288	1	1	0.011716288	0.406938142	17257	577
BASP1	2.545314869	0.909459435	0.023028345	1	1	0.023028345	0.553456179	17258	576
UHMK1	2.549225848	0.807472021	0.018023671	1	1	0.018023671	0.502998635	17259	575
TBX21	2.549805987	0.958115232	0.025504084	1	1	0.025504084	0.57549659	17260	574
TMEM143	2.551236781	0.661722058	0.012796898	1	1	0.012796898	0.430579412	17261	573
MTF1	2.558355464	0.967881524	0.025575923	1	1	0.025575923	0.57549659	17262	572
AMN1	2.56006003	0.615708127	0.011267059	1	1	0.011267059	0.399454185	17263	571
MAMDC4	2.561932062	0.821135706	0.018063672	1	1	0.018063672	0.503299574	17264	570
CYB561D2	2.562683097	0.8305511	0.018429684	1	1	0.018429684	0.504848766	17265	569
EMC8	2.564800142	0.843524854	0.018898736	1	1	0.018898736	0.508767273	17266	568
REXO2	2.565866339	0.582391167	0.01028783	1	1	0.01028783	0.387778514	17267	567
PCDHB8	2.569615092	0.90186531	0.021390683	1	1	0.021390683	0.53054249	17268	566
NUDT18	2.570833751	0.635668628	0.011510071	1	1	0.011510071	0.403698001	17269	565
NUTM2G	2.5722644	0.566572033	0.009769784	1	1	0.009769784	0.38004685	17270	564
SSH2	2.573624122	0.952513808	0.023827079	1	1	0.023827079	0.56088419	17271	563
LOC100506388	2.573721884	0.983400803	0.025584961	1	1	0.025584961	0.57549659	17272	562
FCHSD1	2.574707294	0.860016808	0.019188991	1	1	0.019188991	0.509728255	17273	561
CTNNBIP1	2.575696455	0.857664242	0.019041139	1	1	0.019041139	0.509728255	17274	560
UCHL1	2.575940843	0.819846853	0.01743501	1	1	0.01743501	0.494306085	17275	559
CACNA1F	2.580065261	0.684122683	0.012607421	1	1	0.012607421	0.427049821	17276	558
SYPL2	2.5805548	0.606650492	0.010519295	1	1	0.010519295	0.387778514	17277	557
ATG13	2.580600593	0.501421513	0.008233375	1	1	0.008233375	0.347105849	17278	556
VEGFB	2.581698873	0.761264706	0.015020489	1	1	0.015020489	0.460889147	17279	555
KIAA0513	2.581743811	0.892153486	0.020336648	1	1	0.020336648	0.522354954	17280	554
FGF4	2.582828994	0.605048381	0.010424934	1	1	0.010424934	0.387778514	17281	553
aavs1_gene55	2.583352112	0.785276626	0.01581932	1	1	0.01581932	0.472539254	17282	552
DACT1	2.583443935	0.765676756	0.015113629	1	1	0.015113629	0.461509153	17283	551
CHI3L1	2.585796112	0.691105417	0.012644104	1	1	0.012644104	0.427049821	17284	550
EPB41L2	2.586943025	0.58184087	0.009783206	1	1	0.009783206	0.38004685	17285	549
PCDHB12	2.586973192	0.675626972	0.012164611	1	1	0.012164611	0.417175979	17286	548
SLC9A2	2.587210856	0.603654965	0.010285899	1	1	0.010285899	0.387778514	17287	547
ADM2	2.588925088	0.787463112	0.015695669	1	1	0.015695669	0.472539254	17288	546
C7orf57	2.589298548	0.752230555	0.014452312	1	1	0.014452312	0.454546889	17289	545
ETV5	2.589458278	0.37435346	0.005993898	1	1	0.005993898	0.307152825	17290	544
ANP32B	2.59084993	0.87397912	0.019092396	1	1	0.019092396	0.509728255	17291	543
DLG2	2.592260006	0.735492806	0.013806979	1	1	0.013806979	0.441254224	17292	542
LEAP2	2.59439583	0.79610723	0.01581151	1	1	0.01581151	0.472539254	17293	541
HSPB8	2.596040221	0.554180691	0.008981142	1	1	0.008981142	0.363176205	17294	540
C4orf48	2.597357913	0.648851633	0.011158842	1	1	0.011158842	0.397355312	17295	539
WWOX	2.598284256	0.833489006	0.017087185	1	1	0.017087185	0.491477047	17296	538
RBM14	2.598571518	0.569639874	0.009255529	1	1	0.009255529	0.368932314	17297	537
CD3G	2.601019174	0.699135753	0.012434776	1	1	0.012434776	0.423994955	17298	536
SYNJ2	2.602345966	0.917160469	0.020544982	1	1	0.020544982	0.522354954	17299	535
ZNF318	2.602467306	0.673340056	0.01167261	1	1	0.01167261	0.406557912	17300	534
PTGER4	2.605637295	0.501804958	0.007773497	1	1	0.007773497	0.341992087	17301	533
POU5F2	2.60627215	0.800631106	0.015544402	1	1	0.015544402	0.469836125	17302	532
EPHA1	2.610892222	0.650726991	0.010860611	1	1	0.010860611	0.394069445	17303	531
FAM163B	2.610910899	0.269638025	0.004457505	1	1	0.004457505	0.260625185	17304	530
SNX20	2.611654866	0.663320264	0.011163293	1	1	0.011163293	0.397355312	17305	529
C17orf97	2.612394132	0.907124358	0.019611979	1	1	0.019611979	0.514324147	17306	528
FAM43A	2.612498076	0.85929137	0.017551975	1	1	0.017551975	0.496832322	17307	527
CCDC113	2.616714389	0.846680389	0.016881107	1	1	0.016881107	0.489615575	17308	526
BEX4	2.616741056	0.53415922	0.008168337	1	1	0.008168337	0.346277273	17309	525
DYRK1A	2.617640838	0.767684674	0.014026801	1	1	0.014026801	0.445911881	17310	524
CHST6	2.617866541	0.921801299	0.020034218	1	1	0.020034218	0.51947713	17311	523
ZNF80	2.619856577	0.499221199	0.007474686	1	1	0.007474686	0.33821156	17312	522
GDF15	2.622808787	0.814284349	0.015440878	1	1	0.015440878	0.467927819	17313	521
CYB561	2.625312038	0.631753886	0.010049435	1	1	0.010049435	0.385401218	17314	520
KMT2D	2.628321905	1.008393973	0.02389231	1	1	0.02389231	0.56088419	17315	519
LRRC46	2.629692765	0.580649565	0.008832166	1	1	0.008832166	0.360055576	17316	518
CELF1	2.632630512	0.900257227	0.018419392	1	1	0.018419392	0.504848766	17317	517
ANKLE1	2.635114336	0.608689237	0.009309681	1	1	0.009309681	0.368932314	17318	516
NMB	2.63540082	0.739122987	0.012597615	1	1	0.012597615	0.427049821	17319	515
CFAP46	2.636540673	0.614297988	0.009400737	1	1	0.009400737	0.370025608	17320	514
ARRDC3	2.640876211	0.88251461	0.017343692	1	1	0.017343692	0.494306085	17321	513
IRF2	2.641228439	0.671139509	0.010612999	1	1	0.010612999	0.387831176	17322	512
ENC1	2.642573259	0.975524607	0.021425406	1	1	0.021425406	0.530665641	17323	511
TMEM127	2.644230192	0.548797506	0.00792726	1	1	0.00792726	0.341992087	17324	510
TRIT1	2.64425785	0.810477297	0.014562886	1	1	0.014562886	0.455613928	17325	509
ZNF385D	2.644958731	0.67362198	0.010582263	1	1	0.010582263	0.387778514	17326	508
DHRS1	2.647704615	0.804168904	0.014237198	1	1	0.014237198	0.449366294	17327	507
PDHB	2.648301107	0.803514988	0.014195978	1	1	0.014195978	0.448859719	17328	506
C2orf71	2.652257069	0.789976163	0.013631535	1	1	0.013631535	0.439147333	17329	505
SHB	2.657305607	0.941656403	0.019146457	1	1	0.019146457	0.509728255	17330	504
VPREB3	2.658450134	0.532833768	0.007388307	1	1	0.007388307	0.33821156	17331	503
ABHD6	2.658593411	0.635457596	0.009381219	1	1	0.009381219	0.370025608	17332	502
CALML6	2.658656375	0.706259156	0.011058422	1	1	0.011058422	0.397355312	17333	501
WDR88	2.659246574	0.856621503	0.015653423	1	1	0.015653423	0.472330776	17334	500
BTBD10	2.66111142	0.740583673	0.011908044	1	1	0.011908044	0.411775347	17335	499
KIAA1024	2.661212533	0.709453328	0.011074827	1	1	0.011074827	0.397355312	17336	498
KIAA1683	2.664075454	0.897013825	0.016997727	1	1	0.016997727	0.489693797	17337	497
C8B	2.673360484	0.559298302	0.007590203	1	1	0.007590203	0.340947341	17338	496
MEX3B	2.677609466	0.775261316	0.01242137	1	1	0.01242137	0.423994955	17339	495
RB1	2.677790905	0.798941961	0.013117553	1	1	0.013117553	0.435442018	17340	494
LAT	2.684177581	0.528181984	0.006882395	1	1	0.006882395	0.33261178	17341	493
PLCH2	2.684920557	0.821341064	0.013590538	1	1	0.013590538	0.439147333	17342	492
PYGL	2.686897724	0.770731962	0.012029258	1	1	0.012029258	0.41412695	17343	491
SULF2	2.68692118	0.794443611	0.012709213	1	1	0.012709213	0.428437404	17344	490
S100P	2.687583609	0.632492917	0.008708649	1	1	0.008708649	0.357425074	17345	489
DEGS1	2.689198483	0.827470597	0.013649032	1	1	0.013649032	0.439147333	17346	488
SLC25A53	2.68924201	0.503404507	0.006418723	1	1	0.006418723	0.321676908	17347	487
MKL1	2.692037869	0.76499197	0.011729165	1	1	0.011729165	0.406938142	17348	486
HLA-DMA	2.692572142	0.832192859	0.013691793	1	1	0.013691793	0.439147333	17349	485
FAM199X	2.693644589	0.74078438	0.011046533	1	1	0.011046533	0.397355312	17350	484
CD2AP	2.69895293	0.596589396	0.007800171	1	1	0.007800171	0.341992087	17351	483
PAH	2.70077628	0.71312633	0.010188452	1	1	0.010188452	0.387778514	17352	482
DCAF16	2.702120019	0.589836463	0.007621763	1	1	0.007621763	0.341504754	17353	481
AHRR	2.70268698	0.755617229	0.011196145	1	1	0.011196145	0.397730775	17354	480
CPNE3	2.702900298	0.50806543	0.006285062	1	1	0.006285062	0.317511371	17355	479
MICAL2	2.702916575	0.726109464	0.010448553	1	1	0.010448553	0.387778514	17356	478
TMSB4X	2.703609777	0.655112406	0.008843399	1	1	0.008843399	0.360055576	17357	477
TMEM79	2.703743366	0.883662856	0.015032807	1	1	0.015032807	0.460889147	17358	476
PROCR	2.706543445	0.819140936	0.012859776	1	1	0.012859776	0.431880195	17359	475
PAPPA2	2.706932704	0.72928344	0.010428118	1	1	0.010428118	0.387778514	17360	474
CAST	2.707091566	0.827365642	0.013090889	1	1	0.013090889	0.435442018	17361	473
KIF21A	2.708955648	0.653738797	0.008706091	1	1	0.008706091	0.357425074	17362	472
FGFBP3	2.710452338	0.755753234	0.010999436	1	1	0.010999436	0.397070719	17363	471
FARP2	2.711306967	0.698177556	0.009602208	1	1	0.009602208	0.375517936	17364	470
CIZ1	2.712065794	0.684900596	0.009293659	1	1	0.009293659	0.368932314	17365	469
INSL5	2.71529953	0.755589304	0.0108721	1	1	0.0108721	0.394069445	17366	468
TARBP1	2.716319437	0.735117531	0.010342346	1	1	0.010342346	0.387778514	17367	467
CDC42EP5	2.71772065	0.850275301	0.013469213	1	1	0.013469213	0.439147333	17368	466
PRKD2	2.720318626	0.646800126	0.008342703	1	1	0.008342703	0.349238072	17369	465
AATK	2.722240066	0.540290431	0.006477341	1	1	0.006477341	0.322654816	17370	464
SNCB	2.725493244	0.675107624	0.008804599	1	1	0.008804599	0.360055576	17371	463
C1orf35	2.726541907	0.951706058	0.016694387	1	1	0.016694387	0.489615575	17372	462
TLDC1	2.732494241	0.916610909	0.015179765	1	1	0.015179765	0.462736316	17373	461
PAFAH1B3	2.732782801	0.463466898	0.005278784	1	1	0.005278784	0.288762434	17374	460
NFIA	2.732829788	0.953616194	0.016525948	1	1	0.016525948	0.487119377	17375	459
SNURF	2.736798362	0.639673023	0.007896035	1	1	0.007896035	0.341992087	17376	458
PROK2	2.737080035	0.679816219	0.008664682	1	1	0.008664682	0.357425074	17377	457
MAP1S	2.738616605	0.60162321	0.007194686	1	1	0.007194686	0.33606555	17378	456
JPH2	2.738656024	0.757923351	0.010353635	1	1	0.010353635	0.387778514	17379	455
FRS3	2.739879869	0.645961802	0.007955304	1	1	0.007955304	0.341992087	17380	454
PRDX5	2.741219277	0.911576636	0.01470326	1	1	0.01470326	0.456051924	17381	453
CD44	2.742998305	0.726767902	0.009533178	1	1	0.009533178	0.373637732	17382	452
C12orf56	2.743736916	1.053340304	0.020298742	1	1	0.020298742	0.522354954	17383	451
MPPED1	2.747684076	0.85249632	0.012629526	1	1	0.012629526	0.427049821	17384	450
CABLES1	2.748544928	0.887880216	0.013682731	1	1	0.013682731	0.439147333	17385	449
negCon_gene103	2.751517686	0.939617186	0.015320537	1	1	0.015320537	0.46623061	17386	448
MUSTN1	2.752848148	0.70581907	0.008873687	1	1	0.008873687	0.360465744	17387	447
GJC2	2.756761881	0.871189024	0.01291449	1	1	0.01291449	0.432069993	17388	446
ADGRF3	2.760712224	0.823792301	0.011463254	1	1	0.011463254	0.403698001	17389	445
DKK3	2.761166667	0.706569385	0.008718662	1	1	0.008718662	0.357425074	17390	444
ASL	2.763049726	0.668160023	0.007937302	1	1	0.007937302	0.341992087	17391	443
PNPLA3	2.763168384	0.604364897	0.006837396	1	1	0.006837396	0.332237849	17392	442
DNAAF3	2.76536302	0.642993651	0.007444503	1	1	0.007444503	0.33821156	17393	441
FNIP1	2.767824279	0.94580493	0.014965399	1	1	0.014965399	0.460889147	17394	440
ACCS	2.771704465	0.742034278	0.009239633	1	1	0.009239633	0.368932314	17395	439
LDOC1L	2.772136114	0.785715103	0.010217607	1	1	0.010217607	0.387778514	17396	438
ATXN3	2.776850053	0.643072972	0.00724891	1	1	0.00724891	0.336310383	17397	437
ISOC2	2.780908501	0.60952863	0.006639383	1	1	0.006639383	0.326613617	17398	436
ZNF84	2.782280107	0.78645996	0.009996709	1	1	0.009996709	0.384205425	17399	435
WNT4	2.785346668	0.850163092	0.011509578	1	1	0.011509578	0.403698001	17400	434
PCED1A	2.786165645	0.745945866	0.009015494	1	1	0.009015494	0.363740518	17401	433
EDEM2	2.787174238	0.686215366	0.007825764	1	1	0.007825764	0.341992087	17402	432
KDELC2	2.788622525	0.91353659	0.013232576	1	1	0.013232576	0.437804316	17403	431
NDRG2	2.789036676	0.656062381	0.007262507	1	1	0.007262507	0.336310383	17404	430
FAM174B	2.789151198	0.989516674	0.015762275	1	1	0.015762275	0.472539254	17405	429
NR2F2	2.78956998	0.942717454	0.014128119	1	1	0.014128119	0.447507527	17406	428
UBXN1	2.790113151	0.643053127	0.007027545	1	1	0.007027545	0.335581817	17407	427
SLC17A6	2.791137573	0.763318967	0.009279537	1	1	0.009279537	0.368932314	17408	426
TSPAN17	2.795772615	0.824742725	0.010589813	1	1	0.010589813	0.387778514	17409	425
STARD8	2.797138103	0.956922732	0.014347231	1	1	0.014347231	0.452039183	17410	424
NPR3	2.799507316	0.801232338	0.009939799	1	1	0.009939799	0.383671942	17411	423
SPTAN1	2.800810756	0.930252236	0.013372292	1	1	0.013372292	0.439147333	17412	422
CTDSPL2	2.801366221	0.797144441	0.009803261	1	1	0.009803261	0.38004685	17413	421
C5orf49	2.801508341	0.881223773	0.011914769	1	1	0.011914769	0.411775347	17414	420
STK40	2.801654392	0.811055946	0.010118839	1	1	0.010118839	0.387074548	17415	419
FAM200A	2.801722142	0.695906029	0.007737614	1	1	0.007737614	0.341992087	17416	418
LRRIQ1	2.803630423	0.837339895	0.010707108	1	1	0.010707108	0.390470038	17417	417
C9orf47	2.80399808	0.722947764	0.008197546	1	1	0.008197546	0.34641432	17418	416
KRT18	2.804335884	0.980856637	0.014914842	1	1	0.014914842	0.460889147	17419	415
RBM3	2.804649246	0.832310028	0.010557634	1	1	0.010557634	0.387778514	17420	414
STK11IP	2.810009944	0.854405456	0.01097632	1	1	0.01097632	0.397040006	17421	413
ELOVL2	2.812664521	0.7040202	0.00768674	1	1	0.00768674	0.341992087	17422	412
APH1B	2.813091122	0.682228111	0.007298386	1	1	0.007298386	0.336310383	17423	411
PGAM5	2.818533921	0.795734921	0.009388575	1	1	0.009388575	0.370025608	17424	410
SPTBN1	2.823303491	1.052166721	0.016838043	1	1	0.016838043	0.489615575	17425	409
SBK2	2.829269443	0.737594182	0.007997011	1	1	0.007997011	0.341992087	17426	408
DRGX	2.834685981	0.738983209	0.007922269	1	1	0.007922269	0.341992087	17427	407
FADS3	2.837282275	0.853359486	0.010277129	1	1	0.010277129	0.387778514	17428	406
UBL4B	2.840421516	0.869255894	0.010586473	1	1	0.010586473	0.387778514	17429	405
RPS6KB2	2.845440329	0.624598036	0.005913921	1	1	0.005913921	0.304806215	17430	404
PITPNM2	2.846288687	0.724497369	0.007454551	1	1	0.007454551	0.33821156	17431	403
SYNC	2.846862025	0.593367373	0.005478345	1	1	0.005478345	0.296946265	17432	402
NAIF1	2.848506123	0.763651069	0.008125171	1	1	0.008125171	0.346277273	17433	401
SCN2B	2.849774682	0.913936999	0.011492105	1	1	0.011492105	0.403698001	17434	400
HEXIM1	2.850738496	0.776411859	0.008327007	1	1	0.008327007	0.349238072	17435	399
TGOLN2	2.853728823	0.485696367	0.004185165	1	1	0.004185165	0.254723708	17436	398
LRP3	2.856421098	0.615654664	0.005644253	1	1	0.005644253	0.298492663	17437	397
LRRC43	2.857927759	0.802305517	0.008697874	1	1	0.008697874	0.357425074	17438	396
PLEKHG3	2.858173601	0.677818473	0.006501534	1	1	0.006501534	0.322957821	17439	395
PGPEP1	2.858900001	0.721613834	0.00718977	1	1	0.00718977	0.33606555	17440	394
PFN2	2.861341743	0.513179148	0.004385774	1	1	0.004385774	0.260625185	17441	393
MXD4	2.868075054	0.714874884	0.006927483	1	1	0.006927483	0.332986016	17442	392
GPR137B	2.869340057	0.773105985	0.007912461	1	1	0.007912461	0.341992087	17443	391
NTN4	2.870512655	0.699528653	0.006645529	1	1	0.006645529	0.326613617	17444	390
DPF2	2.871763314	0.740092376	0.007284635	1	1	0.007284635	0.336310383	17445	389
TMEM203	2.875261046	0.750701217	0.007406546	1	1	0.007406546	0.33821156	17446	388
RGMA	2.876354106	0.678561431	0.006241724	1	1	0.006241724	0.316217787	17447	387
GLP1R	2.884570227	0.718152874	0.006716833	1	1	0.006716833	0.328167892	17448	386
SUN2	2.886597038	0.642196073	0.005596381	1	1	0.005596381	0.297633202	17449	385
LRIT2	2.890958063	0.67847225	0.006030758	1	1	0.006030758	0.308156191	17450	384
DGKH	2.891523917	0.816968733	0.008322574	1	1	0.008322574	0.349238072	17451	383
MMP25	2.90074155	0.799962776	0.007829051	1	1	0.007829051	0.341992087	17452	382
MICU2	2.906912453	0.800244062	0.007722249	1	1	0.007722249	0.341992087	17453	381
NETO1	2.908711388	0.470875145	0.003548915	1	1	0.003548915	0.232675745	17454	380
ACSL5	2.919464337	0.630830799	0.005044776	1	1	0.005044776	0.281882293	17455	379
CLEC2L	2.919651443	0.937532723	0.010320325	1	1	0.010320325	0.387778514	17456	378
SERPINA6	2.925350599	0.522301616	0.00385322	1	1	0.00385322	0.24223911	17457	377
ETNK2	2.937580231	0.947730792	0.010136478	1	1	0.010136478	0.387074548	17458	376
ACSM3	2.938074372	0.651898791	0.005073976	1	1	0.005073976	0.281882293	17459	375
PCGF3	2.942772543	0.699244953	0.005607848	1	1	0.005607848	0.297633202	17460	374
IQCA1	2.942898465	0.800346606	0.007101917	1	1	0.007101917	0.33606555	17461	373
ATHL1	2.943460242	0.786891168	0.006873181	1	1	0.006873181	0.33261178	17462	372
LYSMD2	2.943921709	0.861616722	0.008173609	1	1	0.008173609	0.346277273	17463	371
KCNA5	2.944056546	0.819663566	0.007409431	1	1	0.007409431	0.33821156	17464	370
CCDC142	2.945429836	0.884463243	0.008590273	1	1	0.008590273	0.357087025	17465	369
ZBTB39	2.948814287	0.661828894	0.005064337	1	1	0.005064337	0.281882293	17466	368
KCTD11	2.950368887	0.803674547	0.007033549	1	1	0.007033549	0.335581817	17467	367
